stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_desc,wheelchair_boarding,platform_code,location_type,parent_station,stop_timezone,stop_url,tts_stop_name,zone_id
275,275,NW 6th St @ NW 22nd Ave,29.67277,-82.330886,Southbound NW 6th ST @ Farside NW 22nd AVE,,,0,,,,,
796,796,Sun Bay Apartments,29.636394,-82.332541,Eastbound SW 16th AVE @ Nearside SW 6th ST,,,0,,,,,
195,195,University of Florida Law School,29.650334,-82.358847,Eastbound SW 2nd AVE @ Farside SW 23rd ST,,,0,,,,,
561,561,Eastbound NE 8th Avenue @ NE 11th Street,29.659281,-82.311524,Eastbound NE 8th AVE @ Farside NE 11th ST,,,0,,,,,
997,997,Robin Lane Neighborhood,29.688894,-82.422122,Westbound NW 39th AVE @ Nearside NW 75th ST,,,0,,,,,
1101,1101,Tower Plaza,29.658162,-82.422504,Southbound NW 75th ST @ Farside Newberry RD,,,0,,,,,
988,988,Monterey Apartments,29.685112,-82.388816,Northbound NW 43rd ST @ Farside NW 34th AVE,,,0,,,,,
463,463,University Commons,29.63073,-82.361441,Northbound SW 23rd TER @ Nearside Archer RD,,,0,,,,,
545,545,NW 16th Ave @ NW 17th St,29.666583,-82.344558,Eastbound NW 16th AVE @ Nearside NW 18th ST,,,0,,,,,
477,477,Cancer & Genetics Research Center,29.638915,-82.351413,Westbound Mowry RD @ Farside Gale Lemerand DR,,,0,,,,,
663,663,UF Health Pediatric ER,29.641034,-82.342661,Southbound Newell DR @ Nearside SW Archer RD,,,0,,,,,
486,486,Gator Place Condominiums,29.619053,-82.355743,Southbound SW 23rd TER @ Farside SW 35th PL,,,0,,,,,
1627,1627,SW 32nd Road @ The Vibe (Eastbound),29.6230419,-82.3922737,Eastbound SW 32nd Rd @ Farside SW 45th St,0,,0,,,,,
424,424,Girls Place of Alachua County,29.688408,-82.351597,Eastbound NW 39th AVE @ Nearside NW 21st ST,,,0,,,,,
1003,1003,The Arc,29.683896,-82.430216,Northbound NW 83rd ST @ Farside North RD,,,0,,,,,
92,92,Lincoln Estates,29.644442,-82.299354,Northbound SE 19th TER @ Nearside SE 8th AVE,,,0,,,,,
1085,1085,The Gardens Apartments,29.65307,-82.422247,Northbound SW 75th ST @ Nearside W University AVE,,,0,,,,,
37,37,Brandywine Apartments,29.630368,-82.365366,Eastbound Archer RD @ Farside Surge Area DR,,,0,,,,,
1611,1611,NW 2nd Lane @ NW 140th Way,29.655991,-82.490203,Eastbound NW 2nd Lane @ Nearside NW 140th Way,,,0,,,,,
685,685,The Landings Apartments,29.618673,-82.340078,Northbound SW 13th ST @ Farside SW 36th PL,,,0,,,,,
840,840,Hilton University of Florida Conference Center,29.637361,-82.372355,Northbound SW 34th ST @ Nearside Hull RD,,,0,,,,,
430,430,Misty Oaks Apartments,29.681387,-82.351572,Southbound NW 21st ST @ Nearside NW 31st AVE,,,0,,,,,
977,977,Millennium Center,29.65644,-82.38993,Northbound NW 43rd ST @ Farside Newberry RD,,,0,,,,,
391,391,Gethsemane Lutheran Church,29.691353,-82.372205,Northbound NW 34th ST @ Nearside NW 41st AVE,,,0,,,,,
758,758,David's BBQ,29.672851,-82.319841,Southbound NE 2nd ST @ Farside NE 23rd AVE,,,0,,,,,
517,517,Shenandoah Neighborhood,29.674211,-82.425049,Westbound NW 23rd AVE @ Nearside NW 77th TER,,,0,,,,,
367,367,Xerographic Copy Center,29.661041,-82.339065,Northbound NW 13th ST @ Nearside NW 10th AVE,,,0,,,,,
748,748,Fearnside Family Services Center,29.686575,-82.30585,Southbound NE 15th ST @ Farside NE 39th AVE,,,0,,,,,
630,630,Southbound NE 9th Street @ NE 3rd Avenue,29.65409,-82.314813,Southbound NE 9th ST @ Nearside NE 3rd AVE,,,0,,,,,
413,413,Northwood Oaks Neighborhood,29.704084,-82.362233,Southbound NW 34th ST @ Nearside NW 54th AVE,,,0,,,,,
1454,1454,Northeast Park,29.666505,-82.319449,Eastbound NE 16th AVE @ Farside NE 2 ST,,,0,,,,,
192,192,UF Golf Course,29.650343,-82.367421,Eastbound SW 2nd AVE @ Farside SW 30th ST,,,0,,,,,
1343,1343,Northside Park and Senior Recreational Center,29.707923,-82.354454,Southbound NW 34th ST @ Farside NW 58th AVE,,,0,,,,,
1430,1430,NE 39th Ave @ Waldo Rd,29.685182,-82.289826,Eastbound NW 39th AVE @ Nearside Waldo RD,,,0,,,,,
865,865,Department of Children and Families,29.666487,-82.313521,Eastbound NE 16th AVE @ Farside NE 9th ST,,,0,,,,,
449,449,Hideaway Apartments,29.613497,-82.362054,Westbound SW 40th TER @ Nearside SW 38th PL,,,0,,,,,
375,375,Brook Wood Terrace Neighborhood,29.676457,-82.347891,Westbound NW 23rd AVE @ Farside NW 16th TER,,,0,,,,,
1621,1621,SW 8th Ave @ Nearside SW 67th Terr,29.6450466,-82.4148202,Eastbound SW 8th Avenue @ Nearside SW 67th Terrace,0,,0,,,,,
562,562,Sunny Food Mart,29.659271,-82.310291,Eastbound NE 8th AVE @ Nearside NE 12th ST,,,0,,,,,
1145,1145,Fraternity Row II across Springs,29.6483148,-82.3575968,Eastbound Fraternity Row @ Farside W Fraternity R*,,,0,,,,,
282,282,D.R. Williams Fellowship Hall,29.656663,-82.330881,Southbound NW 6th ST @ Nearside NW 6th AVE,,,0,,,,,
453,453,Windsor Park Apartments,29.617383,-82.362563,Northbound SW 27th ST @ Nearside SW 35th PL,,,0,,,,,
1568,1568,The Lark Apartments,29.6400117,-82.3391741,Eastbound SW 13th St @ Nearside SW 11th Ave,0,,0,,,,,
1453,1453,St. Patrick Catholic Church,29.666624,-82.319375,Westbound NE 16th AVE @ Nearside NE 2 ST,,,0,,,,,
856,856,UF Health Family Medicine Eastside Northbound,29.655015,-82.309276,Northbound Waldo RD @ Farside NE 5th AVE,,,0,,,,,
1108,1108,Sunrise Subdivision (Southbound),29.635111,-82.4225495,Southbound SW 75th ST @ Farside SW 19th PL,0,,0,,,,,
22,22,Country Village,29.632046,-82.362534,Westbound Archer RD @ Farside SW 23rd TER,,,0,,,,,
684,684,UF Health Florida Recovery Center,29.615715,-82.340479,Northbound SW 13th ST @ Farside Williston RD,,,0,,,,,
1489,1489,Village Point 4,29.637488,-82.378817,Westbound Hull RD @ Nearside SW 38th TER,,,0,,,,,
934,934,Campus Church of Christ,29.650428,-82.36276,Westbound SW 2nd AVE @ Farside SW 26th ST,,,0,,,,,
775,775,Sweetwater on 16th Apartments,29.630299,-82.324122,Eastbound SE 16th AVE @ Nearside Williston RD,,,0,,,,,
531,531,Eastbound NW 23rd Avenue @ NW 46th Street,29.674028,-82.392449,Eastbound NW 23rd AVE @ Nearside NW 46th ST,,,0,,,,,
1440,1440,Mt. Olive Primitive Baptist Church,29.656032,-82.305922,Southbound NE 15th ST @ Farside NE 5th PL,,,0,,,,,
1011,1011,NW Grille Seafood,29.688528,-82.397711,Eastbound NW 39th AVE @ Nearside NW 51st ST,,,0,,,,,
955,955,Gainesville Place Apartments,29.627328,-82.370729,Northbound Old Archer RD @ Nearside SW 31st TER,,,0,,,,,
1391,1391,Metrocorp Center,29.688541,-82.386885,Eastbound NW 39th AVE @ Nearside NW 40th TER,,,0,,,,,
595,595,Lake Forest Trails Neighborhood,29.646171,-82.272391,Northbound SE 43rd ST @ Farside SE 6th AVE,,,0,,,,,
1089,1089,Harbor Cove Apartments,29.653187,-82.414991,Eastbound W University AVE @ Nearside NW 4th BLVD,,,0,,,,,
1057,1057,Linton Oaks Neighborhood @ SW 61st Street,29.643187,-82.40819,Northbound SW 61st ST @ Farside SW 10th PL,,,0,,,,,
743,743,Pine Forest Homes,29.6883,-82.322752,Eastbound NW 39th AVE @ Nearside NE 2nd ST,,,0,,,,,
1600,1600,Markets West,29.6381107,-82.4211188,Westbound SW 17th Rd Nearside SW 74th Drive,,,0,,,,,
42,42,Shands Hospital @ Center Drive,29.640844,-82.346065,Northbound Center DR @ Farside Mowry RD,,,0,,,,,
627,627,Southbound NE 9th Street @ NE 7th Avenue,29.658631,-82.314848,Southbound NE 9th ST @ Nearside NE 7th AVE,,,0,,,,,
1549,1549,Hilton Garden Inn,29.623194,-82.38657,Westbound SW 33rd PL @ Nearside SW 42nd ST,,,0,,,,,
98,98,SE Hawthorne Rd @ SE 18th St Eastbound,29.64879,-82.301287,Eastbound Hawthorne RD @ Farside SE 18th ST,,,0,,,,,
1306,1306,Publix at Butler Plaza,29.625277,-82.3788,Southbound SW 35th Blvd @ Farside Windmeadows Blvd,,,0,,,,,
1278,1278,Northbound Fort Clarke Boulevard @ Eagle Point,29.66886,-82.436905,Northbound Fort Clarke BLVD @ Nearside NW 17th PL,,,0,,,,,
514,514,Westbound NW 23rd Avenue @ NW 63rd Terrace,29.67424,-82.410596,Westbound NW 23rd AVE @ Farside NW 63rd TER,,,0,,,,,
706,706,Wash King,29.667191,-82.321744,Northbound NE 2nd ST @ Farside NE 16th AVE,,,0,,,,,
814,814,Pinetree Gardens,29.634505,-82.385202,Westbound SW 20th AVE @ Farside SW 40th TER,,,0,,,,,
438,438,The Gate Food Store @ NW 13th Street,29.655937,-82.339305,Southbound NW 13th ST @ Nearside NW 5th AVE,,,0,,,,,
124,124,Lincoln Estates Neighborhood,29.641882,-82.29942,Southbound SE 19th TER @ Nearside SE 10th PL,,,0,,,,,
1620,1620,SW 87th Dr @ Nearside SW 27th Ln,29.628545,-82.4360931,Eastbound SW 87th Dr @ Nearside SW 27th Ln,0,,0,,,,,
182,182,Gainesville Health & Fitness,29.657274,-82.394708,Eastbound Newberry RD @ Nearside NW 48th BLVD,,,0,,,,,
1267,1267,University Commons Apartments,29.631194,-82.363243,Westbound Old Archer RD @ Farside SW 23rd TER,,,0,,,,,
218,218,Bailey Village Assisted Living,29.663864,-82.330763,Northbound NW 6th ST @ Farside NW 13th ST,,,0,,,,,
1470,1470,Gainesville Women's Club,29.652037,-82.364712,Eastbound University Ave @ Farside NW 28th St,,,0,,,,,
307,307,Southeast Gator Liquor @ Hawthorne Road,29.644997,-82.293838,Eastbound Hawthorne RD @ Farside SE 24th ST,,,0,,,,,
1046,1046,Tower Village Apartments,29.612398,-82.4225,Northbound SW 75th ST @ Nearside SW 45th PL,,,0,,,,,
670,670,Dollar General,29.632126,-82.339524,Southbound SW 13th ST @ Nearside SW18th PL,,,0,,,,,
1317,1317,GRACE Marketplace,29.683304,-82.286191,Eastbound NE 39th AVE @ Farside Waldo RD,,,0,,,,,
426,426,Ridgeview Baptist Church,29.685888,-82.347439,Southbound NW 19th ST @ Nearside NW 36th AVE,,,0,,,,,
1119,1119,CROM Equipment Rentals,29.601707,-82.415676,Eastbound Archer RD @ Farside SW 69th TER,,,0,,,,,
980,980,NW 14th Place @ NW 43rd Street,29.665388,-82.388921,Northbound NW 43rd ST @ Nearside NW 14th PL,,,0,,,,,
237,237,Sandy's Boutique,29.691988,-82.339157,Southbound NW 13th ST @ Farside NW 42nd AVE,,,0,,,,,
101,101,SE 24th Street - Dollar General Store,29.646123,-82.293768,Northbound SE 24th ST @ Farside Hawthorne RD,,,0,,,,,
1177,1177,Fifield Hall,29.637721,-82.362319,Westbound Hull RD @ Farside Mowry RD,,,0,,,,,
671,671,Lakeshore Towers Apartments,29.630324,-82.33952,Southbound SW 13th ST @ Nearside SW 25th PL,,,0,,,,,
184,184,Alarion Bank,29.655819,-82.390733,Eastbound Newberry RD @ Nearside NW 43rd ST,,,0,,,,,
1351,1351,Hailey Gardens,29.631395,-82.3892135,Northbound SW 43rd ST @ Nearside SW 22nd LN,,,0,,,,,
2,2,Hampton Inn Hotel,29.650346,-82.323804,Westbound SE 2nd AVE @ Nearside SE 1st ST,,,0,,,,,
7,7,Infinity Hall,29.650314,-82.334603,Westbound SW 2nd AVE @ Nearside SW 10th ST,,,0,,,,,
589,589,Eastside Plaza,29.651755,-82.277637,Eastbound E University AVE @ Nearside SE 39th ST,,,0,,,,,
609,609,Mt Carmel Baptist Church,29.659145,-82.292292,Northbound NE 25th ST @ Nearside NE 8th AVE,,,0,,,,,
87,87,Lincoln Estate Neighborhood,29.640225,-82.302744,Eastbound SE 12th AVE @ Farside SE 17th TER,,,0,,,,,
811,811,Pinnacle Point Apartments,29.634114,-82.377685,Westbound SW 20th AVE @ Farside SW 38th ST,,,0,,,,,
556,556,Northbound NE 9th Street @ E University Avenue,29.652402,-82.314658,Northbound NE 9th ST @ Farside E University AVE,,,0,,,,,
711,711,Chelsea Apartments Eastbound,29.67374,-82.315313,Eastbound NE 23rd AVE @ Nearside NE 9th ST,,,0,,,,,
1173,1173,Cultural Plaza,29.637573,-82.368586,Eastbound Hull RD @ Farside Bledsoe DR,,,0,,,,,
716,716,NE 28th Avenue @ NE 15th Street,29.67695,-82.305731,Northbound NE 15th ST @ Nearside NE 28th AVE,,,0,,,,,
1082,1082,Sparrow Apartments,29.645945,-82.422326,Northbound SW 75th ST @ Farside SW 8th AVE,,,0,,,,,
1015,1015,Southbound NW 43rd Street @ NW 33rd Court,29.684033,-82.389073,Southbound NW 43rd ST @ Nearside NW 33rd CT,,,0,,,,,
1081,1081,Sparrow Apartments,29.645235,-82.420787,Westbound SW 8th AVE @ Farside SW 75th ST,,,0,,,,,
1479,1479,Sorrento New Home Community,29.703359,-82.353141,Westbound NW 53rd AVE @ Nearside NW 55th AVE,,,0,,,,,
419,419,NW 39th Avenue @ NW 34th Street,29.688514,-82.371275,Eastbound NW 39th AVE @ Farside NW 34th ST,,,0,,,,,
1319,1319,Gainesville Regional Airport Outbound,29.678967,-82.276616,Westbound Airport Access RD @ Nearside NE 39th AVE,,,0,,,,,
201,201,West University Avenue & SW 12th St,29.651961,-82.337352,Eastbound W University AVE @ Nearside SW 12th ST,,,0,,,,,
203,203,University of Florida Human Resources,29.651962,-82.333751,Eastbound W University AVE @ Nearside W 8th ST,,,0,,,,,
9,9,Campus USA Credit Union,29.648011,-82.3371672,Southbound SW 12th ST @ Farside SW 4th AVE,0,,0,,,,,
1153,1153,Tolbert Residence Hall,29.6476543,-82.3498442,Southbound Gale Lemerand DR @ Farside Stadium Rd,0,,0,,,,,
1551,1551,Social Security Administration,29.696799,-82.339162,Southbound NW 13th ST @ Nearside NW 45th AVE,,,0,,,,,
1054,1054,Tower Oaks Glenn Apartments,29.634887,-82.414195,Eastbound SW 24th AVE @ Farside SW 19th CT,,,0,,,,,
1389,1389,Eastbound NW 39th AVE @ NW 37th ST,29.688525,-82.377699,Eastbound NW 39th AVE @ Farside NW 37th ST,,,0,,,,,
279,279,Little Warriors Day School,29.663883,-82.331009,Southbound NW 6th ST @ Nearside NW 13th AVE,,,0,,,,,
1372,1372,Newberry Rd @ NW 75th,29.659854,-82.421213,Westbound Newberry RD @ Nearside Tower RD,,,0,,,,,
947,947,Gainesville Place Apartments @ SW 35th Place,29.619683,-82.365079,Eastbound SW 35th PL @ Farside SW 28th TER,,,0,,,,,
110,110,Veteran's Honor Center,29.649248,-82.304229,Westbound SE 3rd AVE @ Farside SE 17th ST,,,0,,,,,
1206,1206,Arlington Square Apartments,29.649517,-82.322302,Northbound SE 3rd ST @ Nearside SE 2nd PL,,,0,,,,,
1216,1216,Arlington Square Apartments,29.649744,-82.32248,Southbound SE 3rd ST @ Nearside SE 2nd PL,,,0,,,,,
533,533,NW 23rd Ave NW 43rd St,29.672947,-82.38673,Eastbound NW 16th BLVD @ Nearside NW 43rd ST,,,0,,,,,
993,993,Huntington Lakes Apartments,29.68883,-82.399846,Westbound NW 39th AVE @ Farside NW 53rd ST,,,0,,,,,
1333,1333,Enclave 1,29.62541,-82.367793,Eastbound SW 32nd Terrace @ E of Main Bldg,,,0,,,,,
759,759,Pine Grove Apartments,29.670098,-82.321381,Southbound NE 2nd ST @ Farside NE 21st LN,,,0,,,,,
1349,1349,Hilton Garden Inn,29.623016,-82.385719,Eastbound SW 33rd PL @ Farside SW 42nd ST,,,0,,,,,
360,360,Norman Field,29.645428,-82.339205,Northbound SW 13th ST @ Farside SW 8th AVE,,,0,,,,,
666,666,Health Science Center Administration,29.63739,-82.343034,Southbound SW 16th ST @ Nearside SW 16th AVE,,,0,,,,,
946,946,Victoria Station Apartments,29.620848,-82.368424,Eastbound SW 35th PL @ Farside SW 32nd TER,,,0,,,,,
1120,1120,Life Storage,29.603082,-82.413069,Eastbound Archer RD @ Nearside SW  66th ST,,,0,,,,,
1610,1610,Jonesville Publix,29.655092,-82.492428,Northbound NW 140 Ter @ Nearside NW 1st Rd,,,0,,,,,
1140,1140,Southbound SW 27th Street @ SW 35th Place,29.619302,-82.36289,Southbound SW 27th ST @ Farside SW 35th PL,,,0,,,,,
97,97,Veteran's Honor Center,29.649098,-82.303346,Eastbound SE 3rd AVE @ Nearside SE 17th ST,,,0,,,,,
349,349,Westbound E University Avenue @ NE 16th Street,29.652024,-82.304293,Westbound E University AVE @ Nearside NE 16th ST,,,0,,,,,
1183,1183,Cultural Plaza,29.6367363,-82.3679535,Eastbound Hull RD @ Farside Bledsoe DR,1,,0,,,,,
784,784,Southbound Williston Road @ SE 1st Terrace,29.6342265,-82.3190123,Southbound Williston RD @ Nearside SE 1st TER,0,,0,,,,,
